Tweet,followers,type,coordinates,City,State,time,epoch_time(EST),Sentiment,Result
They can open relationships with Cuba but I will never forget Red Dawn.,4772,Polygon,"-96.8047973, 33.137357; -96.8047973, 33.251946; -96.595915, 33.251946; -96.595915, 33.137357",McKinney,TX,12/17/2014 21:39,1418834386,0.225000009,p
US policy on Cuba since end of cold war: refusing to acknowledge a next door neighbor exists because we don't like how they ra,310,Polygon,"-122.7900653, 45.421863; -122.7900653, 45.6509405; -122.471751, 45.6509405; -122.471751, 45.421863",Portland,OR,12/17/2014 21:40,1418834418,0.378609002,p
Can't stop smiling about Cuba. :) :D,226,Polygon,"-111.9216582, 40.528084; -111.9216582, 40.6168271; -111.800273, 40.6168271; -111.800273, 40.528084",Sandy,UT,12/17/2014 21:40,1418834449,-0.094999999,n
I don't think I've seen a more misguided mess than this Cuba thing. Nothing good will come of this for our national security.,1501,Polygon,"-80.321683, 25.7090404; -80.321683, 25.855667; -80.144974, 25.855667; -80.144974, 25.7090404",Miami,FL,12/17/2014 21:43,1418834639,-0.286971003,n
My way of celebrating the recent news about Cuba and the USA. Lunch at my favorite Cuban spot! (Versailles),999,Polygon,"-118.668404, 33.704538; -118.668404, 34.337041; -118.155409, 34.337041; -118.155409, 33.704538",Los Angeles,CA,12/17/2014 21:44,1418834695,0.880805016,p
"Oh, their leader starved them more effectively than our embargo. Many other countries already doing biz with Cuba",116,Polygon,"-116.374494, 43.510172; -116.374494, 43.685894; -116.101508, 43.685894; -116.101508, 43.510172",Boise,ID,12/17/2014 21:46,1418834762,0.191666692,p
Hmm... via Tom Vilsack: Cuba deal a boon for U.S. farmers:,968,Polygon,"-93.709504, 41.49702; -93.709504, 41.6514656; -93.503235, 41.6514656; -93.503235, 41.49702",Des Moines,IA,12/17/2014 21:49,1418834979,0.547681808,p
"Released from Cuba, Alan Gross says freedom is not free: Alan Gross emerged Wednesday from five years of captivity…",1464,Polygon,"-115.384091, 36.129459; -115.384091, 36.336251; -115.062159, 36.336251; -115.062159, 36.129459",Las Vegas,NV,12/17/2014 21:50,1418835003,-0.680000007,n
"Shout Out on 6: ""Are You in Favor of The Policy Changes with Cuba Proposed by Obama?""",218,Polygon,"-80.321683, 25.7090404; -80.321683, 25.855667; -80.144974, 25.855667; -80.144974, 25.7090404",Miami,FL,12/17/2014 21:57,1418835426,0.980000019,p
So happy to see new policy on Cuba. Long overdue. Many pluses there including publichealth .,11,Polygon,"-76.711517, 39.197211; -76.711517, 39.372215; -76.529388, 39.372215; -76.529388, 39.197211",Baltimore,MD,12/17/2014 21:57,1418835476,-0.033999998,n
“I remember that antiquated American mindset when we liked Israel and distrusted Cuba.”,163,Polygon,"-88.55737, 38.075008; -88.55737, 38.104082; -88.525084, 38.104082; -88.525084, 38.075008",McLeansboro,IL,12/17/2014 21:58,1418835491,0.588333368,p
Really excited to make mojitos tonight to celebrate Cuba with my pals. Might throw in some freeze-tried cranberries for holida,2961,Polygon,"-77.119401, 38.801826; -77.119401, 38.9953797; -76.909396, 38.9953797; -76.909396, 38.801826",Washington,DC,12/17/2014 21:59,1418835581,0.250714302,p
what's up with Shep saying we'll ruin Cuba with Taco Bell? Idiotic take.,1038,Polygon,"-96.0656278, 35.968624; -96.0656278, 36.250159; -95.761656, 36.250159; -95.761656, 35.968624",Tulsa,OK,12/17/2014 22:00,1418835606,-0.75,n
Obama is on a roll. The change we still believe in. Cuba Action Is Obama’s Latest Step Away From 6 Years of Caution,1197,Polygon,"-122.514926, 37.708075; -122.514926, 37.833238; -122.357031, 37.833238; -122.357031, 37.708075",San Francisco,CA,12/17/2014 22:00,1418835632,-0.692317665,n
It is now legal to bring Cuban cigars back to the U.S. ?? And you all said Obama doesn't do shit.,157,Polygon,"-74.041878, 40.570842; -74.041878, 40.739434; -73.855673, 40.739434; -73.855673, 40.570842",Brooklyn,NY,12/17/2014 22:00,1418835635,0.75,p
This how you know Obama is the best president he just ended a 53 year feud between America and Cuba,142,Polygon,"-74.205822, 40.888642; -74.205822, 40.941452; -74.1297933, 40.941452; -74.1297933, 40.888642",Paterson,NJ,12/17/2014 22:00,1418835648,0,n
Excited by announcement on Cuba today. Celebrating the power of travel. Jan'12 cover,3407,Polygon,"-74.026675, 40.683935; -74.026675, 40.877483; -73.910408, 40.877483; -73.910408, 40.683935",Manhattan,NY,12/17/2014 22:02,1418835720,0.574999988,p
Friggin pope is a meddler..r the communists stepping down in Cuba..NO!!! BarackObama embarras,332,Polygon,"-85.336872, 40.95926; -85.336872, 41.214574; -85.003231, 41.214574; -85.003231, 40.95926",Fort Wayne,IN,12/17/2014 22:02,1418835751,-0.660000026,n
Obama screwed the pooch on this one. He basically forgave the Castros for their humanrights atrocities while insulting Cuban,97,Polygon,"-86.967333, 33.405025; -86.967333, 33.67945; -86.620501, 33.67945; -86.620501, 33.405025",Birmingham,AL,12/17/2014 22:02,1418835767,-0.900124192,n
The average salary in Cuba is $16.70 USD/month.,130,Polygon,"-87.022482, 35.99451; -87.022482, 36.405448; -86.560616, 36.405448; -86.560616, 35.99451",Nashville,TN,12/17/2014 22:03,1418835819,0.231831998,p
Obama literally broke the internet with the Cuba news.,388,Polygon,"-80.297165, 25.627038; -80.297165, 25.771859; -80.245009, 25.771859; -80.245009, 25.627038",Coral Gables,FL,12/17/2014 22:05,1418835908,-0.670073748,n
Obama just doesn't give a damn! He wants to normalize relations with Cuba and legitimize it as human rights don't exist NoHel,762,Polygon,"-83.353955, 32.04683; -83.353955, 35.215449; -78.499301, 35.215449; -78.499301, 32.04683",South Carolina,US,12/17/2014 22:06,1418836012,2.480770826,p
The shift in relations between Cuba and the U.S. Is a hugely positive move.,34,Polygon,"-81.47749, 28.250764; -81.47749, 28.3479768; -81.3272036, 28.3479768; -81.3272036, 28.250764",Kissimmee,FL,12/17/2014 22:07,1418836039,0.388000011,p
News tip 12.17.14: Journalism is all about localizing the big story. Write a tweet asking for area restaurants that serve Cuba,1514,Polygon,"-89.7731855, 39.673272; -89.7731855, 39.87542; -89.546193, 39.87542; -89.546193, 39.673272",Springfield,IL,12/17/2014 22:07,1418836044,0.66556102,p
"As soon as the Republicans see they can make money in Cuba, they'll shut up (but the Kochs will need to pay them",3399,Polygon,"-80.095586, 40.3615796; -80.095586, 40.501198; -79.8657933, 40.501198; -79.8657933, 40.3615796",Pittsburgh,PA,12/17/2014 22:07,1418836058,0.092324346,p
I am going to explore partnering with Cuba. It really is time to stop being hypocritical because we have done so with China fo,1880,Polygon,"-124.703541, 41.991795; -124.703541, 46.2991; -116.463262, 46.2991; -116.463262, 41.991795",Oregon,US,12/17/2014 22:07,1418836066,-0.600000024,n
We have finally stopped the Cold War between the U.S. &amp; Cuba &amp; this is very exciting for people of our countries and,2,Polygon,"-66.125093, 18.29645; -66.125093, 18.471881; -65.991643, 18.471881; -65.991643, 18.29645",San Juan,PR,12/17/2014 22:07,1418836068,0.872200012,p
Cuba welcome to the table...and you Marco Rubio get off the high horse and...,254,Polygon,"-71.191505, 42.227797; -71.191505, 42.399542; -70.986004, 42.399542; -70.986004, 42.227797",Boston,MA,12/17/2014 22:07,1418836074,-0.400000006,n
Gov. Scott Walker calls normalization with Cuba ‘bad idea’: Gov. Scott Walker says he thinks normalization of…,1829,Polygon,"-88.070827, 42.920822; -88.070827, 43.1926225; -87.863758, 43.1926225; -87.863758, 42.920822",Milwaukee,WI,12/17/2014 22:08,1418836109,-0.550000012,n
The progressive political activities that are occurring between the US and Cuba is incredible. This embargo needs to end. Cub,171,Polygon,"-97.187543, 33.1289384; -97.187543, 33.276053; -97.041998, 33.276053; -97.041998, 33.1289384",Denton,TX,12/17/2014 22:09,1418836141,1.75,p
Do you believe CubaPolicy will change the academic opportunity for Cuban's and Cuban American citizens at affordab,15,Polygon,"-115.384091, 36.129459; -115.384091, 36.336251; -115.062159, 36.336251; -115.062159, 36.129459",Las Vegas,NV,12/17/2014 22:09,1418836145,0.49000001,p
Here's the problem. Putin recognizes Obama's weak military position and will use Cuba to place ballistic missiles to,807,Polygon,"-117.551185, 33.955517; -117.551185, 34.0343055; -117.410795, 34.0343055; -117.410795, 33.955517",Jurupa Valley,CA,12/17/2014 22:09,1418836179,-0.907700002,n
US will treat Cuba like China Old republican guard in Miami very angry as they sip cafeVersalles&amp;talk of ov,30,Polygon,"-80.506447, 25.498957; -80.506447, 25.539304; -80.453211, 25.539304; -80.453211, 25.498957",Redland,FL,12/17/2014 22:09,1418836192,-0.400000006,n
what happens when the doors are open to cuba and the former exiles go back demanding their land and property back wha,14,Polygon,"-84.63184, 42.6185662; -84.63184, 42.805532; -84.483958, 42.805532; -84.483958, 42.6185662",Lansing,MI,12/17/2014 22:10,1418836242,-0.551979184,n
About damn time we loosen the embargo on Cuba. It shouldn't have taken a decade to be approved to visit my family,547,Polygon,"-95.774704, 35.995476; -95.774704, 40.613641; -89.098843, 40.613641; -89.098843, 35.995476",Missouri,US,12/17/2014 22:10,1418836257,0.745000005,p
"yea, if the POTUS opens up Cuba, it will be a while until we feel the effects. Pretty exciting, though.",369,Polygon,"-122.514926, 37.708075; -122.514926, 37.833238; -122.357031, 37.833238; -122.357031, 37.708075",San Francisco,CA,12/17/2014 22:11,1418836268,0.32585001,p
obama is so naive! Cuba is gonna roll us!,838,Polygon,"-81.257113, 34.04725; -81.257113, 34.170797; -81.132587, 34.170797; -81.132587, 34.04725",Irmo,SC,12/17/2014 22:11,1418836280,-0.900000036,n
Obama is creating jobs by making peace with Cuba cuz now somebody has to be the ambassador! Where do I apply?!,3057,Polygon,"-73.962582, 40.541722; -73.962582, 40.8000371; -73.699793, 40.8000371; -73.699793, 40.541722",Queens,NY,12/17/2014 22:11,1418836298,2.450000048,p
What other countries besides Cuba are Americans banned from traveling to as tourists?,215,Polygon,"-95.823268, 29.522325; -95.823268, 30.1546646; -95.069705, 30.1546646; -95.069705, 29.522325",Houston,TX,12/17/2014 22:12,1418836325,-0.552857101,n
"Is obama still the worst president ever?1 terrorist assassinated, increased jobs in the US, healthcare &amp; now better rela",1463,Polygon,"-118.668404, 33.704538; -118.668404, 34.337041; -118.155409, 34.337041; -118.155409, 33.704538",Los Angeles,CA,12/17/2014 22:12,1418836341,-0.575999975,n
You're an idiot if you think we can work with communists. Cuba and Russia are joined at the hip. That will never chan,807,Polygon,"-117.551185, 33.955517; -117.551185, 34.0343055; -117.410795, 34.0343055; -117.410795, 33.955517",Jurupa Valley,CA,12/17/2014 22:13,1418836406,-0.980000019,n
Please EndTheEmbargo of Cuba. The civilians have suffered enough! Let's move int,1135,Polygon,"-82.849182, 27.865251; -82.849182, 27.943275; -82.696478, 27.943275; -82.696478, 27.865251",Largo,FL,12/17/2014 22:14,1418836453,1,p
"Hum, normalization of relations with Cuba means access to Cuban cigars...that sounds very interesting.",53,Polygon,"-71.084335, 42.917127; -71.084335, 47.459687; -66.885075, 47.459687; -66.885075, 42.917127",Maine,US,12/17/2014 22:15,1418836512,0.400000006,p
"US, Cuba thaw relations. Fidel can light up a victory cigar. Better make sure it's not one of those CIA ones, though.",70,Polygon,"-118.668404, 33.704538; -118.668404, 34.337041; -118.155409, 34.337041; -118.155409, 33.704538",Los Angeles,CA,12/17/2014 22:16,1418836573,0.613499999,p
Really disappointed with your view on Cuba You obviously need a history lesson.Castro regime has killed thousan,513,Polygon,"-80.4081604, 25.956799; -80.4081604, 25.9954488; -80.205968, 25.9954488; -80.205968, 25.956799",Miramar,FL,12/17/2014 22:16,1418836614,-0.75,n
"its not the government he's helping, it's the people of Cuba that are stuck in limbo for the passed 60 years.",89,Polygon,"-73.911271, 40.900789; -73.911271, 40.988346; -73.810443, 40.988346; -73.810443, 40.900789",Yonkers,NY,12/17/2014 22:17,1418836624,-0.666033328,n
Putin So I wrote off $32 Billion of Cuban debt &amp; they go make nice with the USA This is the shittiest week of my life,7608,Polygon,"-76.958123, 38.827518; -76.958123, 38.868794; -76.88434, 38.868794; -76.88434, 38.827518",Suitland,MD,12/17/2014 22:18,1418836690,0.587499976,p
"Today is a historic day in U.S.-Cuba relations, and a great day for The Americas. Viva Cuba and Viva America! Cuba",14914,Polygon,"-122.035311, 37.193164; -122.035311, 37.469154; -121.71215, 37.469154; -121.71215, 37.193164",San Jose,CA,12/17/2014 22:18,1418836704,0.400000006,p
"With news of new diplomatic relations, could next golf boom be in Cuba? Would be easy trip from Miami.",1380,Polygon,"-95.823268, 29.522325; -95.823268, 30.1546646; -95.069705, 30.1546646; -95.069705, 29.522325",Houston,TX,12/17/2014 22:19,1418836747,0.49000001,p
I think Republican's will pay dearly for disagreeing w/President Obama on this one! Time to end Cuban embargo!,3364,Polygon,"-72.175195, 41.490724; -72.175195, 41.607853; -72.030241, 41.607853; -72.030241, 41.490724",Norwich,CT,12/17/2014 22:19,1418836785,1.509157419,p
Every country in world has relations w Cuba but unitedstates. Embargo hasnt worked. Time 4 change po,121,Polygon,"-87.634643, 24.396308; -87.634643, 31.001056; -79.974307, 31.001056; -79.974307, 24.396308",Florida,US,12/17/2014 22:21,1418836862,0.75,p
Y aqui de pana....donde estan mis amigos opositores que vivian insultando y denigrando a Cuba? Ven? Quedan muy mal....Por eso,257,Polygon,"-80.147162, 25.7613083; -80.147162, 25.872623; -80.1187628, 25.872623; -80.1187628, 25.7613083",Miami Beach,FL,12/17/2014 22:21,1418836891,0.513333321,p
Obama has lost all reason by allying with Cuban.,46,Polygon,"-87.022482, 35.99451; -87.022482, 36.405448; -86.560616, 36.405448; -86.560616, 35.99451",Nashville,TN,12/17/2014 22:21,1418836899,0.057090059,p
The cognitivedissonance happening with the RW's reaction to Cuba news is astonishing to watch. TortureReport Ferguson Eri,483,Polygon,"-80.131529, 25.900463; -80.131529, 25.957656; -80.118613, 25.957656; -80.118613, 25.900463",Sunny Isles Beach,FL,12/17/2014 22:22,1418836925,0.400000006,p
So we can legally visit Cuba now?? ??I've always wanted to! ???? I guess Christmas came early! Oh &amp; happy birthday PopeFr,14541,Polygon,"-122.514926, 37.708075; -122.514926, 37.833238; -122.357031, 37.833238; -122.357031, 37.708075",San Francisco,CA,12/17/2014 22:23,1418836981,0.256332487,p
"if i had it my way, i might never come back. gotta keep workin Villa Islazul, Havana Beaches, Cuba",16417,Polygon,"-85.605166, 30.355644; -85.605166, 35.000771; -80.742567, 35.000771; -80.742567, 30.355644",Georgia,US,12/17/2014 22:23,1418837032,-0.53856802,n
"Ted Cruz dropping ""disorganized labor"" all over this Cuba decision. HouseOfCards",900,Polygon,"-77.119401, 38.801826; -77.119401, 38.9953797; -76.909396, 38.9953797; -76.909396, 38.801826",Washington,DC,12/17/2014 22:23,1418837033,-0.632667005,n
I'm thinking much of the applause over President Obama's proposed new relations with Cuba is coming from cigar dealers... Cub,453,Polygon,"-87.940033, 41.644102; -87.940033, 42.0230669; -87.523993, 42.0230669; -87.523993, 41.644102",Chicago,IL,12/17/2014 22:23,1418837038,0.980000019,p
This Cuba thing seems fairly innocuous but this is a big fucking threat to our survival. It doesn't have to be but GOP has bet,807,Polygon,"-119.172179, 35.255821; -119.172179, 35.4379816; -118.8274741, 35.4379816; -118.8274741, 35.255821",Bakersfield,CA,12/17/2014 22:24,1418837040,0.605176628,p
"since we're so concerned about human rights in Cuba, when are we going to fix human rights violations here in",4,Polygon,"-98.545211, 34.547508; -98.545211, 34.694413; -98.317202, 34.694413; -98.317202, 34.547508",Lawton,OK,12/17/2014 22:24,1418837043,0.0094347,p
we should sob at adoption of Obama's terrible Cuba policy that rewards dictators,5054,Polygon,"-77.119401, 38.801826; -77.119401, 38.9953797; -76.909396, 38.9953797; -76.909396, 38.801826",Washington,DC,12/17/2014 22:24,1418837057,-0.303333312,n
I never thought I would see us normalize relations with Cuba. Hurray for todos on this AMAZING day.,1567,Polygon,"-80.3893437, 25.628844; -80.3893437, 25.7151276; -80.304896, 25.7151276; -80.304896, 25.628844",Kendall,FL,12/17/2014 22:24,1418837058,0.49000001,p
"If the U.S. And Cuba can get along, maybe it's time for me to make a authentic Cuban Sandwich....HMMMM",169,Polygon,"-106.645646, 25.837092; -106.645646, 36.500695; -93.508131, 36.500695; -93.508131, 25.837092",Texas,US,12/17/2014 22:24,1418837071,0.45654285,p
...you might not need to take the swan boat over to Cuba...Obama is making friends,467,Polygon,"-105.3017759, 39.953552; -105.3017759, 40.094411; -105.183597, 40.094411; -105.183597, 39.953552",Boulder,CO,12/17/2014 22:24,1418837097,0.550000012,p
OPPRESSED? WHAT? HAVE YOU NOT OPPRESSED BLACK MEN IN THE USA? HUMAN RIGHTS? WTH ARE YOU TALKING ABOUT! CUBA,2715,Polygon,"-117.637862, 34.077184; -117.637862, 34.166156; -117.4864431, 34.166156; -117.4864431, 34.077184",Rancho Cucamonga,CA,12/17/2014 22:25,1418837149,-0.49000001,n
No reason to have diplomatic relations with nearly every country on earth and not Cuba. Talking with is not supporting. So man,7959,Polygon,"-77.119401, 38.801826; -77.119401, 38.9953797; -76.909396, 38.9953797; -76.909396, 38.801826",Washington,DC,12/17/2014 22:27,1418837258,0.489333332,p
North Korea &gt; Cuba &gt; USA. In China they laugh and laugh.,406,Polygon,"-97.866181, 30.2727295; -97.866181, 30.318369; -97.824829, 30.318369; -97.824829, 30.2727295",Lost Creek,TX,12/17/2014 22:27,1418837273,0.49000001,p
I think it's time we bury the hatchet with Cuba. The Cuban people deserve it,1210,Polygon,"-91.655009, 30.146096; -91.655009, 34.995968; -88.097889, 34.995968; -88.097889, 30.146096",Mississippi,US,12/17/2014 22:28,1418837328,0.550000012,p
The US and Cuba will officially acknowledge each other's existence. It's a start. (Full disclosure: I have some distant Cuban,1772,Polygon,"-73.962582, 40.541722; -73.962582, 40.8000371; -73.699793, 40.8000371; -73.699793, 40.541722",Queens,NY,12/17/2014 22:28,1418837328,1.354239941,p
Cuba get more 'capitalism' will be controlled by Castro !! so much BS !! Cuba take libs on 'guided,3336,Polygon,"-73.848875, 43.020588; -73.848875, 43.11327; -73.684637, 43.11327; -73.684637, 43.020588",Saratoga Springs,NY,12/17/2014 22:29,1418837381,0.169018999,p
I love you? ???? and bruh we can go to Cuba now did you see?!?!,826,Polygon,"-74.569926, 40.510487; -74.569926, 40.554607; -74.507136, 40.554607; -74.507136, 40.510487",Franklin Center,NJ,12/17/2014 22:30,1418837438,0.800000012,p
"Damn! loses signal just as was going to connect the Russia, Iran, Cuba ipso facto Obama's satan dots",15233,Polygon,"-77.675429, 38.763188; -77.675429, 38.821247; -77.579294, 38.821247; -77.579294, 38.763188",Gainesville,VA,12/17/2014 22:32,1418837531,-1.559999943,n
Not as bad as the ones in Cuba! Like hormones that are illegal here are used there.,755,Polygon,"-80.321683, 25.7090404; -80.321683, 25.855667; -80.144974, 25.855667; -80.144974, 25.7090404",Miami,FL,12/17/2014 22:32,1418837570,-0.600000024,n
".Scott ""It's not a good day for America,"" blasts President Obama over Cuba. Video:",17823,Polygon,"-80.2006, 26.644671; -80.2006, 26.7991205; -80.044639, 26.7991205; -80.044639, 26.644671",West Palm Beach,FL,12/17/2014 22:33,1418837600,-1,n
"As a diplomat, I want to congratulate my US colleagues for the way they have negotiated this deal with Cuba. Discretion and ef",7959,Polygon,"-77.119401, 38.801826; -77.119401, 38.9953797; -76.909396, 38.9953797; -76.909396, 38.801826",Washington,DC,12/17/2014 22:33,1418837603,0.49000001,p
"edshow Today's enemies are ISIS, North Korea, Pakistan Taliban, lone wolf terrorists, and Russia--not Cuba. New slap t",1558,Polygon,"-95.414773, 32.221406; -95.414773, 32.409917; -95.219307, 32.409917; -95.219307, 32.221406",Tyler,TX,12/17/2014 22:33,1418837609,-1.090000033,n
"From the streets of Chicago comes a genius on-the-fly who can jump in and fix Cuba! And, Obama knows all about c",65,Polygon,"-104.910562, 38.741142; -104.910562, 39.035895; -104.668092, 39.035895; -104.668092, 38.741142",Colorado Springs,CO,12/17/2014 22:33,1418837635,0.980000019,p
News about Cuba should NEVER make us forget the horrific conditions Cuban people lived in. Many I know have shared those stori,6767,Polygon,"-74.026675, 40.683935; -74.026675, 40.877483; -73.910408, 40.877483; -73.910408, 40.683935",Manhattan,NY,12/17/2014 22:34,1418837650,-0.608448982,n
"Selling local spuds or jets to Cuba still faces obstacles: Washington state is a long way from Cuba, but it could…",1877,Polygon,"-122.436232, 47.4953154; -122.436232, 47.734561; -122.2249728, 47.734561; -122.2249728, 47.4953154",Seattle,WA,12/17/2014 22:35,1418837716,-0.601639628,n
Good move Obama. USACUBA,18372,Polygon,"-84.63184, 42.6185662; -84.63184, 42.805532; -84.483958, 42.805532; -84.483958, 42.6185662",Lansing,MI,12/17/2014 22:36,1418837766,0.400000006,p
OMG this is an insult to all Cubans. No such thing opening doors as long as it is a communist Cuba. Many have died !!!,118,Polygon,"-80.330201, 26.088262; -80.330201, 26.160753; -80.1968332, 26.160753; -80.1968332, 26.088262",Plantation,FL,12/17/2014 22:36,1418837775,-1.029229522,n
Beyonce releases 'Standing in the sun Remix' singing in spanish talking about Cuba. Two weeks later Cuba's embargo is lifted.,388,Polygon,"-80.297165, 25.627038; -80.297165, 25.771859; -80.245009, 25.771859; -80.245009, 25.627038",Coral Gables,FL,12/17/2014 22:36,1418837785,1,p
"Kudos to our modern, 21st century president. You made an excellent decision to normalize relations with Cuba. Ign",0,Polygon,"-80.1703433, 26.274467; -80.1703433, 26.327929; -80.0743684, 26.327929; -80.0743684, 26.274467",Deerfield Beach,FL,12/17/2014 22:37,1418837878,0.600000024,p
If Obama said we're going to start negotiations to bring democracy to Cuba then I'd be happy but trading with them just makes,427,Polygon,"-83.189851, 40.004114; -83.189851, 40.077511; -83.096934, 40.077511; -83.096934, 40.004114",Hilliard,OH,12/17/2014 22:37,1418837879,0.542904794,p
"R we mixing apples &amp; oranges on Cuba? It appears 2b a generational thing w/1961 vs. 2014! Castro bros r RUTHLESS, but so r",1433,Polygon,"-90.320464, 38.533149; -90.320464, 38.774349; -90.175132, 38.774349; -90.175132, 38.533149",St Louis,MO,12/17/2014 22:39,1418837952,0.5,p
I suppose the networks will now b lining up Cuba haters 4 all the Sunday talk shows 2 tell us PBO is out of control. CubaPoli,7801,Polygon,"-77.761369, 43.178823; -77.761369, 43.32408; -77.615702, 43.32408; -77.615702, 43.178823",Greece,NY,12/17/2014 22:39,1418837978,-0.346681505,n
President Obama made a good decision to normalize relations with Cuba. Finally someone with good vision!,0,Polygon,"-80.1703433, 26.274467; -80.1703433, 26.327929; -80.0743684, 26.327929; -80.0743684, 26.274467",Deerfield Beach,FL,12/17/2014 22:41,1418838060,1.5,p
Thinking about a trip to Cuba before USA tourism ruins it for the rest of us...,94,Polygon,"-86.40544, 36.138726; -86.40544, 36.276356; -86.237547, 36.276356; -86.237547, 36.138726",Lebanon,TN,12/17/2014 22:41,1418838097,-0.75,n
Can we talk about how Pope Francis is the best pope ever? He was a huge part in the USA getting embassies back in Cuba.,528,Polygon,"-89.57151, 36.497129; -89.57151, 39.147359; -81.964971, 39.147359; -81.964971, 36.497129",Kentucky,US,12/17/2014 22:42,1418838120,0.689999998,p
"The US is in relationship w/ some crazy, violent people and some are worried about getting closer to Cuba? Seriously? gay ve",8668,Polygon,"-105.193475, 39.60973; -105.193475, 39.761974; -105.053164, 39.761974; -105.053164, 39.60973",Lakewood,CO,12/17/2014 22:42,1418838127,-0.329999983,n
Pronto ire a Cuba.,842,Polygon,"-80.321683, 25.7090404; -80.321683, 25.855667; -80.144974, 25.855667; -80.144974, 25.7090404",Miami,FL,12/17/2014 22:44,1418838268,-0.567866623,n
News at 6p See the strong disagreements in Little Havana to US plans to lift sanctions on Cuba.,1302,Polygon,"-80.321683, 25.7090404; -80.321683, 25.855667; -80.144974, 25.855667; -80.144974, 25.7090404",Miami,FL,12/17/2014 22:45,1418838358,-0.471896619,n
Operators with Cuba tours on should grow quickly. Here's who already goes:,2211,Polygon,"-71.191505, 42.227797; -71.191505, 42.399542; -70.986004, 42.399542; -70.986004, 42.227797",Boston,MA,12/17/2014 22:46,1418838419,0.288000017,p
have tougher stance against Cuba. Younger folks told me they think it's good for future economic growth of Cuba. Ve,1302,Polygon,"-80.321683, 25.7090404; -80.321683, 25.855667; -80.144974, 25.855667; -80.144974, 25.7090404",Miami,FL,12/17/2014 22:48,1418838538,0.449999988,p
I want the gold phone! “BREAKING: Stock market up on news that Hyman Roth casino to reopen in Cuba. Cigars all a,628,Polygon,"-85.847503, 38.108678; -85.847503, 38.282432; -85.597188, 38.282432; -85.597188, 38.108678",Louisville,KY,12/17/2014 22:48,1418838539,0.400000006,p
"Obama Doesn't Rule Out Cuba Visit: Marking an abrupt sea change in U.S. policy toward Cuba, President Obama said…",5524,Polygon,"-118.668404, 33.704538; -118.668404, 34.337041; -118.155409, 34.337041; -118.155409, 33.704538",Los Angeles,CA,12/17/2014 22:49,1418838548,-0.600000024,n
"I've been to Cuba, now I have to see The Interview. Its probably horrible but I cant let the terrorists win.",1992,Polygon,"-96.977527, 32.620678; -96.977527, 33.019039; -96.54598, 33.019039; -96.54598, 32.620678",Dallas,TX,12/17/2014 22:49,1418838596,-0.336224109,n
Marco Rubio Opposes Obama Cuba Policy Shift,66,Polygon,"-80.352832, 26.029413; -80.352832, 26.064864; -80.248923, 26.064864; -80.248923, 26.029413",Cooper City,FL,12/17/2014 22:50,1418838639,-0.488552004,n
"Cristina, sobre Cuba y EE.UU.: ""Estamos felices como ciudadanos del mundo y militantes políticos.""",939,Polygon,"-74.255641, 40.495865; -74.255641, 40.91533; -73.699793, 40.91533; -73.699793, 40.495865",New York,NY,12/17/2014 22:50,1418838642,-0.600000024,n
I saw your tweet about Cuba. We're hoping to get local reactions to today's news. If you'd like to comment cal,3120,Polygon,"-74.795183, 41.0298189; -74.795183, 41.092108; -74.6858373, 41.092108; -74.6858373, 41.0298189",Newton,NJ,12/17/2014 22:51,1418838686,0.49000001,p
“What is Cuban government going to do about floods of Americans scrambling to Cuba to get top quality health,126,Polygon,"-89.57151, 36.497129; -89.57151, 39.147359; -81.964971, 39.147359; -81.964971, 36.497129",Kentucky,US,12/17/2014 22:52,1418838769,0.148699999,p
CaptainObvious - this Cuba deal was one that Obama very much wanted - and he was able to enlist the pope as an ally in makin,25280,Polygon,"-106.645646, 25.837092; -106.645646, 36.500695; -93.508131, 36.500695; -93.508131, 25.837092",Texas,US,12/17/2014 22:53,1418838789,0.511470556,p
This expression by President deserves the respect &amp; recognition by all the people..... RaulCastro Of Cuba,91,Polygon,"-81.046876, 35.001706; -81.046876, 35.416412; -80.646695, 35.416412; -80.646695, 35.001706",Charlotte,NC,12/17/2014 22:53,1418838789,0.300000012,p
"The same assholes defending torture are using ""Human rights"" as an excuse to bitch about Cuba. pendejos CubaPolicy Conserva",88,Polygon,"-96.938694, 32.895548; -96.938694, 32.953548; -96.821221, 32.953548; -96.821221, 32.895548",Farmers Branch,TX,12/17/2014 22:54,1418838857,0.033769995,p
You need to be worthy enough to go to Cuba. That's the motherland.,344,Polygon,"-74.026675, 40.683935; -74.026675, 40.877483; -73.910408, 40.877483; -73.910408, 40.683935",Manhattan,NY,12/17/2014 22:54,1418838864,0.49000001,p
Travel restrictions have been normalized between the US and Cuba. Local Cuban Americans and businesses are excited.,581,Polygon,"-122.065206, 37.3300682; -122.065206, 37.4267257; -121.982475, 37.4267257; -121.982475, 37.3300682",Sunnyvale,CA,12/17/2014 22:55,1418838909,0.800000012,p
"UPDATE 1-After first big step, US faces long path to forge ties to Cuba - Reuters",193068,Polygon,"-80.0295184, 35.962623; -80.0295184, 36.218171; -79.6852086, 36.218171; -79.6852086, 35.962623",Greensboro,NC,12/17/2014 22:55,1418838918,1.100227594,p
