last_name,first_name,birthday,gender,type,state,district,party,url,address,phone,contact_form,rss_url,twitter,facebook,facebook_id,youtube,youtube_id,bioguide_id,thomas_id,opensecrets_id,lis_id,cspan_id,govtrack_id,votesmart_id,ballotpedia_id,washington_post_id,icpsr_id,wikipedia_id
Napolitano,Grace,12/4/1936,F,rep,CA,32,Democrat,http://napolitano.house.gov,1610 Longworth HOB; Washington DC 20515-0532,202-225-5256,https://napolitano.house.gov/contact-me/email-me,http://napolitano.house.gov/rss.xml,GraceNapolitano,RepGraceNapolitano,1.63E+14,RepGraceNapolitano,UCPWjmiAIR04oQ8QMoOWcDtA,N000179,1602,N00006789,,57873,400290,8393,,gIQAW3cdKP,29903,Grace Napolitano
Neal,Richard,2/14/1949,M,rep,MA,1,Democrat,http://neal.house.gov,341 Cannon HOB; Washington DC 20515-2101,202-225-5601,https://forms.house.gov/neal/webforms/Contact_Form.shtml,http://neal.house.gov/index.php?format=feed&amp;type=rss,RepRichardNeal,3.26E+14,3.26E+14,RepRichardENeal,UCZVtTydu0-MSK6G12GaKA4g,N000015,854,N00000153,,6103,400291,26895,,gIQA7V4aKP,15616,Richard Neal
Neugebauer,Randy,12/24/1949,M,rep,TX,19,Republican,http://randy.house.gov,1424 Longworth HOB; Washington DC 20515-4319,202-225-4005,https://randy.house.gov/contact-me/email-me,http://randy.house.gov/rss.xml,RandyNeugebauer,rep.randy.neugebauer,64137294987,RandyNeugebauer,UCvuzExkN-z7cnMDPXZCpoLQ,N000182,1758,N00026043,,1010920,400441,49522,Randy Neugebauer,gIQA5hZfAP,20353,Randy Neugebauer
Noem,Kristi,11/30/1971,F,rep,SD,0,Republican,http://noem.house.gov,2422 Rayburn HOB; Washington DC 20515-4100,202-225-2801,http://noem.house.gov/index.cfm/email-kristi,http://noem.house.gov/index.cfm/rss/feed,RepKristiNoem,,,RepKristiNoem,UCZPzuVONjRwo5TsrKzbYRVA,N000184,2060,N00032022,,62717,412475,58189,Kristi Noem,gIQABw1QKP,21177,Kristi Noem
Norton,Eleanor,6/13/1937,F,rep,DC,0,Democrat,http://norton.house.gov,2136 Rayburn HOB; Washington DC 20515-5101,202-225-8050,https://norton.house.gov/contact/email-me,http://norton.house.gov/index.php?format=feed&amp;type=rss,EleanorNorton,CongresswomanNorton,61731840657,EleanorHNorton,UChRrAXUGylfxJjbquC6aUjQ,N000147,868,N00001692,,882,400295,775,,73c1161a-64c5-11e2-85f5-a8a9228e55e7,,Eleanor Holmes Norton
Nugent,Richard,5/26/1951,M,rep,FL,11,Republican,http://nugent.house.gov,1727 Longworth HOB; Washington DC 20515-0911,202-225-1002,https://nugent.house.gov/contact/email-me,http://nugent.house.gov/index.php?format=feed&amp;type=rss,RepRichNugent,RepRichNugent,1.84E+14,RepRichNugent,UClfwQJ4E_qLsALsI-O5rx3Q,N000185,2001,N00032441,,1033683,412409,124333,,gIQAt0HaKP,21115,Rich Nugent
Nunes,Devin,10/1/1973,M,rep,CA,22,Republican,http://nunes.house.gov,1013 Longworth HOB; Washington DC 20515-0522,202-225-2523,https://nunes.house.gov/contactform/default.aspx,http://nunes.house.gov/news/rss.aspx,Rep_DevinNunes,,,RepDevinNunes,UCtbArL6CmOfFqgmpuRjLp3w,N000181,1710,N00007248,,1003553,400297,16725,,gIQAt1EGAP,20307,Devin Nunes
Olson,Pete,12/9/1962,M,rep,TX,22,Republican,http://olson.house.gov,2133 Rayburn HOB; Washington DC 20515-4322,202-225-5951,https://forms.house.gov/olson/contact-form.shtml,feed://olson.house.gov/common/rss/?rss=82,OlsonPressShop,20718168936,20718168936,,,O000168,1955,N00029285,,1031361,412302,102008,,gIQAdHcTKP,20948,Pete Olson
Palazzo,Steven,2/21/1970,M,rep,MS,4,Republican,http://palazzo.house.gov,331 Cannon HOB; Washington DC 20515-2404,202-225-5772,http://palazzo.house.gov/contact/,http://palazzo.house.gov/rss.xml,CongPalazzo,stevenpalazzo,1.87E+14,CongressmanPalazzo,UCtPOy2vRbN2nD8dQPSOTXeA,P000601,2035,N00031958,,61886,412443,69521,,gIQAlE0YMP,21148,Steven Palazzo
Pallone,Frank,10/30/1951,M,rep,NJ,6,Democrat,http://pallone.house.gov,237 Cannon HOB; Washington DC 20515-3006,202-225-4671,https://pallone.house.gov/contact-me/email-me,http://pallone.house.gov/rss.xml,FrankPallone,repfrankpallone,6517277731,repfrankpallone,UCN0_wn9hs1LI3UKkji2PP2A,P000034,887,N00000781,,6107,400308,26951,,gIQAMsEdKP,15454,Frank Pallone
Pascrell,Bill,1/25/1937,M,rep,NJ,9,Democrat,http://pascrell.house.gov,2370 Rayburn HOB; Washington DC 20515-3009,202-225-5751,https://pascrell.house.gov/contact/email-me,http://www.house.gov/apps/list/press/nj08_pascrell/rss.xml,BillPascrell,pascrell,3.03E+11,RepPascrell,UCIy1Ru8oA14aRjpq6L3i-EQ,P000096,1510,N00000751,,45543,400309,478,,gIQAbraOAP,29741,Bill Pascrell
Paul,Rand,1/7/1963,M,sen,KY,,Republican,http://www.paul.senate.gov,124 Russell Senate Office Building Washington DC 20510,202-224-4343,http://www.paul.senate.gov/?p=contact,http://paul.senate.gov/rss/?p=news,SenRandPaul,SenatorRandPaul,1.61E+14,SenatorRandPaul,UCeM9I-20oWUs8daIIpsNHoQ,P000603,2082,N00030836,S348,9265241,412492,117285,Rand Paul,gIQA5AakAP,41104,Rand Paul
Paulsen,Erik,5/14/1965,M,rep,MN,3,Republican,http://paulsen.house.gov,127 Cannon HOB; Washington DC 20515-2303,202-225-2871,https://paulsenforms.house.gov/contact-me,http://paulsen.house.gov/common/rss//?rss=105,RepErikPaulsen,CongressmanErikPaulsen,1.29E+14,reperikpaulsen,UC1IOW4Wqox-6gmZbjjGvzLg,P000594,1930,N00029391,,1030000,412303,3833,Erik Paulsen,gIQALqDbKP,20924,Erik Paulsen
Pearce,Stevan,8/24/1947,M,rep,NM,2,Republican,http://pearce.house.gov,2432 Rayburn HOB; Washington DC 20515-3102,202-225-2365,https://pearce.house.gov/contact-me/email-me,http://pearce.house.gov/rss.xml,RepStevePearce,RepStevePearce,1.80E+14,NMStevePearce,UCaT7jt_M86sDK50eaaVsFvQ,P000588,1738,N00012672,,12063,400313,10655,Steve Pearce,gIQAZbOZMP,20337,Steve Pearce (politician)
Pelosi,Nancy,3/26/1940,F,rep,CA,12,Democrat,http://pelosi.house.gov,233 Cannon HOB; Washington DC 20515-0512,202-225-4965,http://pelosi.house.gov/contact-me/email-me,http://pelosi.house.gov/atom.xml,NancyPelosi,NancyPelosi,86574174383,nancypelosi,UCxPeEcH0xaCK9nBK98EFhDg,P000197,905,N00007360,,6153,400314,26732,Nancy Pelosi,gIQAF3PM9O,15448,Nancy Pelosi
Perlmutter,Ed,5/1/1953,M,rep,CO,7,Democrat,http://perlmutter.house.gov,1410 Longworth HOB; Washington DC 20515-0607,202-225-2645,https://forms.house.gov/perlmutter/webforms/contact.shtml,http://perlmutter.house.gov/index.php?format=feed&amp;type=rss,RepPerlmutter,RepPerlmutter,86174496459,RepPerlmutter,UCJXuMAzxngpEvDdvlE6wS5g,P000593,1835,N00027510,,1021382,412192,2653,Ed Perlmutter,gIQAyxjSAP,20705,Ed Perlmutter
Peters,Gary,12/1/1958,M,sen,MI,,Democrat,http://www.peters.senate.gov,2 Russell Senate Courtyard Washington DC 20510,202-224-6221,,,SenGaryPeters,SenatorGaryPeters,88851604323,RepGaryPeters,UC7LYNbnKSK2VZqQ98YROWHQ,P000595,1929,N00029277,S380,50199,412305,8749,Gary Peters,gIQA36BUKP,20923,Gary Peters (Michigan politician)
Peterson,Collin,6/29/1944,M,rep,MN,7,Democrat,http://collinpeterson.house.gov,2204 Rayburn HOB; Washington DC 20515-2307,202-225-2165,https://collinpeterson.house.gov/contact-me/email-me,http://collinpeterson.house.gov/rss.xml,,,,,,P000258,910,N00004558,,23978,400316,26926,Collin Peterson,gIQAIQ6GAP,29127,Collin Peterson
Pierluisi,Pedro,4/26/1959,M,rep,PR,0,Democrat,http://pierluisi.house.gov,2410 Rayburn HOB; Washington DC 20515-5401,202-225-2615,https://pierluisi.house.gov/contact/email-me,http://pierluisi.house.gov/rss.xml,PedroPierluisi,pedropierluisi,55139978107,PierluisiCongress,UCl4cArGMdko-kRB_7Bay6iA,P000596,1953,N00029168,,1031305,412306,110894,,,,Pedro Pierluisi
Pingree,Chellie,4/2/1955,F,rep,ME,1,Democrat,http://pingree.house.gov,2162 Rayburn HOB; Washington DC 20515-1901,202-225-6116,https://pingree.house.gov/email-me,http://pingree.house.gov/index.php?format=feed&amp;type=rss,ChelliePingree,ChelliePingree,91529332807,congresswomanpingree,UCLKaWFM7I84WcreDRhhhkVg,P000597,1927,N00013817,,1002167,412307,6586,Chellie Pingree,gIQAr8cW9O,20920,Chellie Pingree
Pitts,Joseph,10/10/1939,M,rep,PA,16,Republican,http://pitts.house.gov,420 Cannon HOB; Washington DC 20515-3816,202-225-2411,https://pitts.house.gov/contact-me/legislative-contact-form,http://pitts.house.gov/rss.xml,RepJoePitts,94156528752,94156528752,congressmanjoepitts,UCSFHCnw0q2uDf2gj8TfN3Vg,P000373,1514,N00001633,,11706,400320,265,Joseph R. Pitts,gIQAOAMOAP,29752,Joseph R. Pitts
Poe,Ted,9/10/1948,M,rep,TX,2,Republican,http://poe.house.gov,2412 Rayburn HOB; Washington DC 20515-4302,202-225-6565,https://poe.house.gov/index.cfm/contact-form#form_D05B44B5-B782-4DC7-BED6-FF0C90951FFF,http://poe.house.gov/index.php?format=feed&amp;type=rss,JudgeTedPoe,1.07E+14,1.07E+14,CongressmanTedPoe,UCGdNUkVP16hOyL-fUDV1Knw,P000592,1802,N00026457,,1011398,400652,49198,Ted Poe,gIQAqEAdKP,20528,Ted Poe
Polis,Jared,5/12/1975,M,rep,CO,2,Democrat,http://polis.house.gov,1433 Longworth HOB; Washington DC 20515-0602,202-225-2161,https://polis.house.gov/forms/writeyourrep/default.aspx,http://polis.house.gov/news/rss.aspx,JaredPolis,jaredpolis,53481427529,JaredPolis31275,UCJJ1Ye0mOzqZh1_GErFUISw,P000598,1910,N00029127,,1031300,412308,106220,Jared Polis,gIQAnqrJAP,20904,Jared Polis
Pompeo,Mike,12/30/1963,M,rep,KS,4,Republican,http://pompeo.house.gov,436 Cannon HOB; Washington DC 20515-1604,202-225-6216,https://pompeo.house.gov/contact/contactform.htm?zip5=$ADDRESS_ZIP5,http://pompeo.house.gov/news/rss.aspx,RepMikePompeo,CongressmanPompeo,1.02E+14,congressmanpompeo,UCHxVnNpdjh6jqutY91ufgUw,P000602,2022,N00030744,,623387,412431,125023,Mike Pompeo,gIQAXNLWKP,21136,Mike Pompeo
Portman,Robert,12/19/1955,M,sen,OH,,Republican,http://www.portman.senate.gov,448 Russell Senate Office Building Washington DC 20510,202-224-3353,https://www.portman.senate.gov/public/index.cfm/contact-form,http://www.portman.senate.gov/public/index.cfm/rss/feed,SenRobPortman,senrobportman,45243961073,SenRobPortman,UCwunkd8Zs-yAWKQwnwBp7ew,P000449,924,N00003682,S349,31819,400325,27008,Rob Portman,gIQAGuioAP,29386,Rob Portman
Posey,Bill,12/18/1947,M,rep,FL,8,Republican,http://posey.house.gov,120 Cannon HOB; Washington DC 20515-0908,202-225-3671,https://posey.house.gov/forms/writeyourrep/,http://posey.house.gov/news/rss.aspx?documenttypeid=1487,CongBillPosey,bill.posey15,1.00E+14,CongressmanPosey,UCoUwUkDpe1ZYd6tiaZfiMuA,P000599,1915,N00029662,,88959,412309,24280,Bill Posey,gIQAx8mRAP,20909,Bill Posey
Price,David,8/17/1940,M,rep,NC,4,Democrat,http://price.house.gov,2108 Rayburn HOB; Washington DC 20515-3304,202-225-1784,https://price.house.gov/contact,http://price.house.gov/index.php?format=feed&amp;type=rss,RepDavidEPrice,,,RepDavidPrice,UCtX7bSXBLF9ge-Q955n5Vqw,P000523,930,N00002260,,6748,400326,119,David Price,gIQAd3ZCAP,15438,David Price (U.S. politician)
Price,Tom,10/8/1954,M,rep,GA,6,Republican,http://tomprice.house.gov,100 Cannon HOB; Washington DC 20515-1006,202-225-4501,https://tomprice.house.gov/contact-me,http://tomprice.house.gov/rss.xml,RepTomPrice,reptomprice,1.72E+11,RepTomPrice,UCFdG6NwEceyorspUdEduBUg,P000591,1778,N00026160,,1013044,400626,11853,Tom Price,gIQAaTFu9O,20505,Tom Price (U.S. politician)
Quigley,Mike,10/17/1958,M,rep,IL,5,Democrat,http://quigley.house.gov,2458 Rayburn HOB; Washington DC 20515-1305,202-225-4061,https://quigleyforms.house.gov/forms/writeyourrep/,http://quigley.house.gov/index.php?format=feed&amp;type=rss,RepMikeQuigley,repmikequigley,1.59E+11,RepMikeQuigley,UCDP13XegdoZ4bxYHxM34yAA,Q000023,1967,N00030581,,9263344,412331,83310,Michael Quigley,gIQAMV709O,20954,Mike Quigley (politician)
Rangel,Charles,6/11/1930,M,rep,NY,13,Democrat,http://rangel.house.gov,2354 Rayburn HOB; Washington DC 20515-3213,202-225-4365,https://rangel.house.gov/contact-me/email-me,http://rangel.house.gov/rss.xml,CBRangel,CBRangel,7390589055,RepRangel,UCZwRwdLDW7ksC5tZV1_VUyQ,R000053,944,N00000964,,1745,400333,26979,,gIQACn7y9O,13035,Charles B. Rangel
Reed,Tom,11/18/1971,M,rep,NY,23,Republican,http://reed.house.gov,2437 Rayburn HOB; Washington DC 20515-3223,202-225-3161,https://reed.house.gov/contact-me/email-me,http://reed.house.gov/rss.xml,RepTomReed,RepTomReed,1.02E+14,CongressmanTomReed,UC-HFEKIHC7ydVUkxkZOLqTg,R000585,1982,N00030949,,623468,412393,127046,,gIQAVOXZKP,21101,Tom Reed (politician)
Reichert,David,8/29/1950,M,rep,WA,8,Republican,http://reichert.house.gov,1127 Longworth HOB; Washington DC 20515-4708,202-225-7761,https://reichert.house.gov/contact-me,http://reichert.house.gov/rss.xml,DaveReichert,repdavereichert,91504302598,repdavereichert,UC_Qs1fzY8WlHv6wJ1x7Hotg,R000578,1810,N00026885,,1013064,400660,51346,David Reichert,gIQAemFTKP,20536,Dave Reichert
Reid,Harry,12/2/1939,M,sen,NV,,Democrat,http://www.reid.senate.gov,522 Hart Senate Office Building Washington DC 20510,202-224-3542,http://www.reid.senate.gov/contact,,SenatorReid,SenatorReid,3.60E+14,SenatorReid,UCxWLwXTG6_qs8K-68mCySRA,R000146,952,N00009922,S198,1683,300082,53320,Harry Reid,gIQA8MlN9O,15054,Harry Reid
Renacci,James,12/3/1958,M,rep,OH,16,Republican,http://renacci.house.gov,328 Cannon HOB; Washington DC 20515-3516,202-225-3876,https://renacci.house.gov/index.cfm/contact-form,http://renacci.house.gov/common/rss//index.cfm?rss=25,RepJimRenacci,repjimrenacci,1.88E+14,repjimrenacci,UCHTvP1X0dgUU1lrMub4hbLw,R000586,2048,N00031127,,62686,412462,120678,Jim Renacci,gIQARWEUKP,21164,Jim Renacci
Ribble,Reid,4/5/1956,M,rep,WI,8,Republican,http://ribble.house.gov,1513 Longworth HOB; Washington DC 20515-4908,202-225-5665,https://ribble.house.gov/contact-me/email-me,http://ribble.house.gov/rss.xml,RepRibble,CongressmanReidRibble,1.57E+14,RepRibble,UCE8Uht2wM9gdVsfniJLeMLw,R000587,2073,N00030968,,62776,412489,126240,Reid Ribble,gIQAYpZVKP,21190,Reid Ribble
Richmond,Cedric,9/13/1973,M,rep,LA,2,Democrat,http://richmond.house.gov,240 Cannon HOB; Washington DC 20515-1802,202-225-6636,https://richmond.house.gov/contact-me/email-me,http://richmond.house.gov/rss.xml,RepRichmond,RepRichmond,1.98E+14,,,R000588,2023,N00030184,,62391,412432,35384,Cedric Richmond,gIQAUvGVKP,21137,Cedric Richmond
Rigell,Edward,5/28/1960,M,rep,VA,2,Republican,http://rigell.house.gov,418 Cannon HOB; Washington DC 20515-4602,202-225-4215,https://rigell.house.gov/contact/contactform.htm,http://rigell.house.gov/news/rss.aspx,RepScottRigell,RepScottRigell,1.68E+14,RepScottRigell,UCNAzcysiI-NGAezezWQccRA,R000589,2068,N00030962,,9268996,412483,121807,,gIQA7lZVKP,21185,Scott Rigell
Roby,Martha,7/27/1976,F,rep,AL,2,Republican,http://roby.house.gov,442 Cannon HOB; Washington DC 20515-0102,202-225-2901,https://roby.house.gov/contact-me,http://roby.house.gov/rss.xml,RepMarthaRoby,Representative.Martha.Roby,1.75E+14,reproby,UCeAWQdcSTlwv2vDGz0TQOxQ,R000591,1986,N00030768,,61712,412394,71604,Martha Roby,gIQAGcVUKP,21192,Martha Roby
Roe,David,7/21/1945,M,rep,TN,1,Republican,http://roe.house.gov,407 Cannon HOB; Washington DC 20515-4201,202-225-6356,https://roe.house.gov/contact/contactform.htm?zip5=37813&zip4=1659,,DrPhilRoe,DrPhilRoe,1.31E+14,drphilroe,UC8muYurPSNO8x2Qqk40mVOA,R000582,1954,N00028463,,1031360,412310,65306,,gIQArh0q6O,20947,Phil Roe (politician)
Rogers,Harold,12/31/1937,M,rep,KY,5,Republican,http://halrogers.house.gov,2406 Rayburn HOB; Washington DC 20515-1705,202-225-4601,https://halrogers.house.gov/contact/contactform.htm,http://halrogers.house.gov/news/rss.aspx,RepHalRogers,CongressmanHalRogers,6722039085,RepHalRogers,UChVFKLZkRoHQDhp4zNvEezQ,R000395,977,N00003473,,6739,400340,26875,Harold Rogers,gIQAovNCAP,14854,Hal Rogers
Rogers,Mike,7/16/1958,M,rep,AL,3,Republican,http://mike-rogers.house.gov,324 Cannon HOB; Washington DC 20515-0103,202-225-3261,http://mike-rogers.house.gov/contact-mike/email-me,http://mike-rogers.house.gov/rss.xml,RepMikeRogersAL,1.72E+14,1.72E+14,MikeRogersAL03,UCH-WUWuY0_dlKwJDSqKTJsg,R000575,1704,N00024759,,1014740,400341,5705,Mike Rogers (Alabama),gIQAkR2cKP,20301,Mike D. Rogers
Rohrabacher,Dana,6/21/1947,M,rep,CA,48,Republican,http://rohrabacher.house.gov,2300 Rayburn HOB; Washington DC 20515-0548,202-225-2415,https://rohrabacher.house.gov/contact/email-me,http://rohrabacher.house.gov/rss.xml,,,,,,R000409,979,N00007151,,5590,400343,26763,,gIQAWYNqAP,15621,Dana Rohrabacher
Rokita,Todd,2/9/1970,M,rep,IN,4,Republican,http://rokita.house.gov,1717 Longworth HOB; Washington DC 20515-1404,202-225-5037,https://rokita.house.gov/contact-me,http://rokita.house.gov/rss.xml,ToddRokita,RepToddRokita,1.83E+14,reptoddrokita,UCl_wYwGYw1AXiUoqNmwLxzA,R000592,2017,N00031741,,61832,412426,34167,Todd Rokita,gIQAJQXZKP,21131,Todd Rokita
Rooney,Thomas,11/21/1970,M,rep,FL,17,Republican,http://rooney.house.gov,2160 Rayburn HOB; Washington DC 20515-0917,202-225-5792,https://rooney.house.gov/email-me,http://rooney.house.gov/index.php?format=feed&amp;type=rss,TomRooney,reptomrooney,1.18E+11,CongressmanRooney,UCHuDkMfCK3kmCpso7LyI3zA,R000583,1916,N00029018,,1030486,412311,107800,Thomas J. Rooney,gIQADjiUAP,20910,Tom Rooney (politician)
Ros-Lehtinen,Ileana,7/15/1952,F,rep,FL,27,Republican,http://ros-lehtinen.house.gov,2206 Rayburn HOB; Washington DC 20515-0927,202-225-3931,https://ros-lehtinen.house.gov/contact-me/email-me,http://ros-lehtinen.house.gov/rss.xml,RosLehtinen,iroslehtinen,2.87E+14,IleanaRosLehtinen,UCf6XrWGZHjC7KgRd9JCAuBA,R000435,985,N00002858,,3206,400344,26815,Ileana Ros-Lehtinen,gIQAVGfJAP,15634,Ileana Ros-Lehtinen
Roskam,Peter,9/13/1961,M,rep,IL,6,Republican,http://roskam.house.gov,2246 Rayburn HOB; Washington DC 20515-1306,202-225-4561,https://roskam.house.gov/contact/email-me,http://roskam.house.gov/index.php?format=feed&amp;type=rss,PeterRoskam,RepRoskam,1.19E+14,RoskamIL06,UCk8IZKV_RC1Wr-dh09kzVTw,R000580,1848,N00004719,,1021912,412202,6382,Peter Roskam,gIQAN1SKAP,20715,Peter Roskam
Ross,Dennis,10/18/1959,M,rep,FL,15,Republican,http://dennisross.house.gov,229 Cannon HOB; Washington DC 20515-0915,202-225-1252,https://dennisross.house.gov/forms/writeyourrep/,http://dennisross.house.gov/news/rss.aspx,RepDennisRoss,dennis.ross.376,4.69E+14,RepDennisRoss,UCSjZ4oRWi_sO-aGM9CUBOJQ,R000593,2003,N00030645,,62532,412411,12813,Dennis A. Ross,gIQAP9JXKP,21117,Dennis A. Ross
Roybal-Allard,Lucille,6/12/1941,F,rep,CA,40,Democrat,http://roybal-allard.house.gov,2330 Rayburn HOB; Washington DC 20515-0540,202-225-1766,http://roybal-allard.house.gov/contact/,http://roybal-allard.house.gov/news/rss.aspx,RepRoybalAllard,RepRoybalAllard,1.40E+14,RepRoybalAllard,UC_T_RXWeJ-smmpjdNLOaMcg,R000486,997,N00006671,,26136,400347,26766,,gIQAozxLAP,29317,Lucille Roybal-Allard
Royce,Edward,10/12/1951,M,rep,CA,39,Republican,http://royce.house.gov,2310 Rayburn HOB; Washington DC 20515-0539,202-225-4111,https://royce.house.gov/contact/contactform.htm,http://royce.house.gov/news/rss.aspx,RepEdRoyce,EdRoyce,6460640558,RepEdRoyce,UC9DUiRouRl6Rz6PEvQ4jRPw,R000487,998,N00008264,,28461,400348,26772,,gIQACovbKP,29321,Ed Royce
Rubio,Marco,5/28/1971,M,sen,FL,,Republican,http://www.rubio.senate.gov,284 Russell Senate Office Building Washington DC 20510,202-224-3041,http://www.rubio.senate.gov/public/index.cfm/contact,http://www.rubio.senate.gov/public/?a=rss.feed,SenRubioPress,SenatorMarcoRubio,1.79E+14,SenatorMarcoRubio,UCh8t7sV_DBKz4A-RkL9feyg,R000595,2084,N00030612,S350,87599,412491,1601,Marco Rubio,gIQA5xxt6O,41102,Marco Rubio
Ruppersberger,C.,1/31/1946,M,rep,MD,2,Democrat,http://ruppersberger.house.gov,2416 Rayburn HOB; Washington DC 20515-2002,202-225-3061,http://ruppersberger.house.gov/contact-dutch/email-dutch,http://dutch.house.gov/atom.xml,Call_Me_Dutch,1.85E+14,1.85E+14,ruppersberger,UCk2S9iSHNpo1E1A7qZ0SPIw,R000576,1728,N00025482,,49155,400349,36130,,gIQAUKkDAP,20329,Dutch Ruppersberger
Rush,Bobby,11/23/1946,M,rep,IL,1,Democrat,http://rush.house.gov,2188 Rayburn HOB; Washington DC 20515-1301,202-225-4372,https://rush.house.gov/contact-me/legislative-issues,http://rush.house.gov/rss.xml,RepBobbyRush,congressmanbobbyrush,2.31E+14,CongressmanRush,UCbWqxBnS_w_uFTdQAL0YH5g,R000515,1003,N00004887,,26127,400350,26831,Bobby Rush,gIQAPjFgAP,29346,Bobby Rush
Ryan,Paul,1/29/1970,M,rep,WI,1,Republican,http://paulryan.house.gov,1233 Longworth HOB; Washington DC 20515-4901,202-225-3031,https://paulryan.house.gov/contact/email.htm#.U032ra1dU_d,http://paulryan.house.gov/news/rss.aspx,RepPaulRyan,reppaulryan,7123827676,reppaulryan,UC8nMpZAuz-gitzb2icE15Qw,R000570,1560,N00004357,,57970,400351,26344,Paul Ryan,gIQAUWiV9O,29939,Paul Ryan
Ryan,Tim,7/16/1973,M,rep,OH,13,Democrat,http://timryan.house.gov,1421 Longworth HOB; Washington DC 20515-3513,202-225-5261,http://timryanforms.house.gov/contact/,http://timryan.house.gov/rss.xml,RepTimRyan,timryan,1.22E+11,timryanvision,UCjAFlYCheFKjGg_Pxc2VOFA,R000577,1756,N00025280,,1003608,400352,45638,Tim Ryan (Ohio),gIQAQAddKP,20343,Tim Ryan (politician)
Sablan,Gregorio,1/19/1955,M,rep,MP,0,Independent,http://sablan.house.gov,423 Cannon HOB; Washington DC 20515-5201,202-225-2646,http://sablan.house.gov/email-me,http://sablan.house.gov/rss.xml,,1.53E+11,1.53E+11,CongressmanSablan,UC-fbzxBSiC98eAE2goaANVQ,S001177,1962,N00030418,,1031366,412312,110903,,,,Gregorio Sablan
Sanchez,Loretta,1/7/1960,F,rep,CA,46,Democrat,http://lorettasanchez.house.gov,1211 Longworth HOB; Washington DC 20515-0546,202-225-2965,https://lorettasanchez.house.gov/contact-me/email-me,http://lorettasanchez.house.gov/rss.xml,LorettaSanchez,LorettaSanchez,90966961167,LorettaSanchezLive,UCsPNjUsu5AvCJnVrdW_XjwA,S000030,1522,N00008274,,45639,400356,203,,gIQAaQoGAP,29709,Loretta Sanchez
Sarbanes,John,5/22/1962,M,rep,MD,3,Democrat,http://sarbanes.house.gov,2444 Rayburn HOB; Washington DC 20515-2003,202-225-4016,http://sarbanes.house.gov/federal.asp,http://sarbanes.house.gov/rss_news.asp,RepSarbanes,,,,,S001168,1854,N00027751,,1022884,412212,66575,,gIQA5SKbKP,20724,John Sarbanes
Scalise,Steve,10/6/1965,M,rep,LA,1,Republican,http://scalise.house.gov,2338 Rayburn HOB; Washington DC 20515-1801,202-225-3015,https://scalise.house.gov/contact-me/email-me,http://scalise.house.gov/rss.xml,SteveScalise,RepSteveScalise,50936151681,RepSteveScalise,UCmYveHBVXVBRxl7GiCL-gjw,S001176,1892,N00009660,,1015311,412261,9026,Steve Scalise,gIQAxgVSKP,20759,Steve Scalise
Schakowsky,Janice,5/26/1944,F,rep,IL,9,Democrat,http://schakowsky.house.gov,2367 Rayburn HOB; Washington DC 20515-1309,202-225-2111,https://schakowsky.house.gov/write-to-congresswoman-jan-schakowsky,http://schakowsky.house.gov/index.php?format=feed&amp;type=rss,JanSchakowsky,janschakowsky,1.60E+11,repschakowsky,UCuCHHPSENUEaaeH8n_CYDXQ,S001145,1588,N00004724,,57874,400360,6387,Jan Schakowsky,gIQAOWtJAP,29911,Jan Schakowsky
Schiff,Adam,6/22/1960,M,rep,CA,28,Democrat,http://schiff.house.gov,2411 Rayburn HOB; Washington DC 20515-0528,202-225-4176,https://schiff.house.gov/email-congressman-schiff1,http://schiff.house.gov/common/rss/?rss=49,RepAdamSchiff,RepAdamSchiff,9086721830,adamschiff,UCadiUi-KZoFk1K5ZDsluLcA,S001150,1635,N00009585,,90167,400361,9489,Adam Schiff,gIQAdNd69O,20104,Adam Schiff
Schrader,Kurt,10/19/1951,M,rep,OR,5,Democrat,http://schrader.house.gov,2431 Rayburn HOB; Washington DC 20515-3705,202-225-5711,https://schrader.house.gov/forms/writeyourrep/,http://schrader.house.gov/news/rss.aspx,RepSchrader,repschrader,94978896695,repkurtschrader,UCrWRXVaGJtcImc_kknuDsAw,S001180,1950,N00030071,,1031358,412315,10813,Kurt Schrader,gIQA4NoVBP,20944,Kurt Schrader
Schumer,Charles,11/23/1950,M,sen,NY,,Democrat,http://www.schumer.senate.gov,322 Hart Senate Office Building Washington DC 20510,202-224-6542,http://www.schumer.senate.gov/Contact/contact_chuck.cfm,,SenSchumer,chuckschumer,15771239406,SenatorSchumer,UC-ABttxh8uQv_10qmwGaidw,S000148,1036,N00001093,S270,5929,300087,26976,Chuck Schumer,gIQAOSQN9O,14858,Chuck Schumer
Schweikert,David,3/3/1962,M,rep,AZ,6,Republican,http://schweikert.house.gov,409 Cannon HOB; Washington DC 20515-0306,202-225-2190,https://schweikert.house.gov/contact-form,http://schweikert.house.gov/rss/press-releases.xml,RepDavid,repdavidschweikert,1.50E+14,RepDavidSchweikert,UCVvuNVzkOUp7p_Pzkc6Zuvw,S001183,1994,N00006460,,5205,412399,106387,David Schweikert,gIQAdnZVKP,21105,David Schweikert
